,Source,Destination,Anchor,Status Code,Follow
6065,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/NEWS.txt,detailed release notes,404.0,True
6068,https://www.python.org/download/releases/2.5.1/,https://www.python.org/doc/2.5/whatsnew/whatsnew25.html,What's New In Python,404.0,True
6082,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/NEWS.txt,release notes,404.0,True
6085,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/md5sum.py,MD5,404.0,True
6087,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/Python-2.5.1.tgz.asc,signature,404.0,True
6089,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/Python-2.5.1.tar.bz2.asc,signature,404.0,True
6091,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/python-2.5.1.msi.asc,signature,404.0,True
6093,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/python-2.5.1.amd64.msi.asc,signature,404.0,True
6095,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/python-2.5.1.ia64.msi.asc,signature,404.0,True
6097,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/python-2.5.1-macosx.dmg.asc,signature,404.0,True
6099,https://www.python.org/download/releases/2.5.1/,https://www.python.org/download/releases/2.5.1/Python25.chm.asc,signature,404.0,True
10011,https://www.python.org/download/releases/2.5.5/,https://www.python.org/download/releases/2.5.5/NEWS.txt,detailed release notes,404.0,True
10018,https://www.python.org/download/releases/2.5.5/,https://www.python.org/download/releases/2.5.5/NEWS.txt,release notes,404.0,True
10020,https://www.python.org/download/releases/2.5.5/,https://www.python.org/download/releases/2.5.4/md5sum.py,MD5,404.0,True
10022,https://www.python.org/download/releases/2.5.5/,https://www.python.org/download/releases/2.5.5/Python-2.5.5.tgz.asc,signature,404.0,True
10024,https://www.python.org/download/releases/2.5.5/,https://www.python.org/download/releases/2.5.5/Python-2.5.5.tar.bz2.asc,signature,404.0,True
11298,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/NEWS.txt,detailed release notes,404.0,True
11301,https://www.python.org/download/releases/2.5.4/,https://www.python.org/doc/2.5/whatsnew/whatsnew25.html,What's New In Python,404.0,True
11315,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/NEWS.txt,release notes,404.0,True
11317,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/md5sum.py,MD5,404.0,True
11319,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/Python-2.5.4.tgz.asc,signature,404.0,True
11321,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/Python-2.5.4.tar.bz2.asc,signature,404.0,True
11323,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/python-2.5.4.msi.asc,signature,404.0,True
11325,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/python-2.5.4.amd64.msi.asc,signature,404.0,True
11327,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/python-2.5.4.ia64.msi.asc,signature,404.0,True
11329,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/python-2.5.4-macosx.dmg.asc,signature,404.0,True
11331,https://www.python.org/download/releases/2.5.4/,https://www.python.org/download/releases/2.5.4/Python25.chm.asc,signature,404.0,True
12545,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/NEWS.txt,detailed release notes,404.0,True
12548,https://www.python.org/download/releases/2.5.3/,https://www.python.org/doc/2.5/whatsnew/whatsnew25.html,What's New In Python,404.0,True
12562,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/NEWS.txt,release notes,404.0,True
12564,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/md5sum.py,MD5,404.0,True
12566,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/Python-2.5.3.tgz.asc,signature,404.0,True
12568,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/Python-2.5.3.tar.bz2.asc,signature,404.0,True
12570,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/python-2.5.3.msi.asc,signature,404.0,True
12572,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/python-2.5.3.amd64.msi.asc,signature,404.0,True
12574,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/python-2.5.3.ia64.msi.asc,signature,404.0,True
12576,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/python-2.5.3-macosx.dmg.asc,signature,404.0,True
12578,https://www.python.org/download/releases/2.5.3/,https://www.python.org/download/releases/2.5.3/Python25.chm.asc,signature,404.0,True
13576,https://www.python.org/downloads/release/python-278/,https://www.python.org/ftp/python/2.7.8/python-2.7.8-pdb.zip.asc,SIG,404.0,True
13578,https://www.python.org/downloads/release/python-278/,https://www.python.org/ftp/python/2.7.8/python-2.7.8.amd64-pdb.zip.asc,SIG,404.0,True
13580,https://www.python.org/downloads/release/python-278/,https://www.python.org/ftp/python/2.7.8/python278.chm.asc,SIG,404.0,True
13582,https://www.python.org/downloads/release/python-278/,https://www.python.org/ftp/python/2.7.8/python-2.7.8.amd64.msi.asc,SIG,404.0,True
13584,https://www.python.org/downloads/release/python-278/,https://www.python.org/ftp/python/2.7.8/python-2.7.8.msi.asc,SIG,404.0,True
13749,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/NEWS.txt,detailed release notes,404.0,True
13752,https://www.python.org/download/releases/2.5.2/,https://www.python.org/doc/2.5/whatsnew/whatsnew25.html,What's New In Python,404.0,True
13766,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/NEWS.txt,release notes,404.0,True
13769,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/md5sum.py,MD5,404.0,True
13771,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/Python-2.5.2.tgz.asc,signature,404.0,True
13773,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/Python-2.5.2.tar.bz2.asc,signature,404.0,True
13775,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/python-2.5.2.msi.asc,signature,404.0,True
13777,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/python-2.5.2.amd64.msi.asc,signature,404.0,True
13779,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/python-2.5.2.ia64.msi.asc,signature,404.0,True
13781,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/python-2.5.2-macosx.dmg.asc,signature,404.0,True
13783,https://www.python.org/download/releases/2.5.2/,https://www.python.org/download/releases/2.5.2/Python25.chm.asc,signature,404.0,True
23557,https://www.python.org/downloads/,https://www.python.org/~anthony/anthonypub.asc,6A45C816,404.0,True
23558,https://www.python.org/downloads/,https://www.python.org/~gbrandl/gbrandlpub.asc,36580288,404.0,True
23559,https://www.python.org/downloads/,https://www.python.org/~nad/nadAA65421D.asc,AA65421D,404.0,True
23560,https://www.python.org/downloads/,https://www.python.org/~nad/nadpub.asc,6F5E1540,404.0,True
23561,https://www.python.org/downloads/,https://www.python.org/~larry/larrygpg.asc,F73C700D,404.0,True
23562,https://www.python.org/downloads/,https://www.python.org/~peterson/pubkey.asc,18ADD4FF and A4135B38,404.0,True
32560,https://www.python.org/download/releases/2.2.2/,https://www.python.org/download/releases/2.2.2/NEWS.txt,release notes,404.0,True
32562,https://www.python.org/download/releases/2.2.2/,https://www.python.org/doc/2.2.2/whatsnew/,What's New in Python 2.2,404.0,True
32564,https://www.python.org/download/releases/2.2.2/,https://www.python.org/doc/2.2.2,Browse HTML on-line,404.0,True
32566,https://www.python.org/download/releases/2.2.2/,https://www.python.org/download/releases/2.2.2/md5sum.py,MD5,404.0,True
33377,https://www.python.org/download/releases/2.2.1/,https://www.python.org/download/releases/2.2.1/NEWS,release notes,404.0,True
33379,https://www.python.org/download/releases/2.2.1/,https://www.python.org/doc/2.2.1/whatsnew/,What's New in Python 2.2,404.0,True
33381,https://www.python.org/download/releases/2.2.1/,https://www.python.org/doc/2.2.1/,Browse,404.0,True
